ema,lorentzian_k,lorentzian_horizon,andean_length,min_atr_pct,risk,rr,exit_mode,m15_adx_min,require_ema50_slope,session,profit_pct,final_balance,total_trades,trades_per_day,winrate,profit_factor,max_drawdown_pct,avg_win,avg_loss,expectancy,negative_months,signal_candidates,passes_robust_filter
50/200,8,8,50,0.002,0.005,2.5,be_1_2,18,False,14_20,-0.28306596665748884,997.1693403334251,210,0.5737704918032787,23.809523809523807,0.9948803407310394,-7.5601617565346295,11.001387028429722,-3.4556250693003845,-0.013479331745597414,7,1783,False
50/200,8,8,50,0.002,0.005,2.5,be_1_2,25,True,14_20,-0.22647675525605562,997.7352324474394,169,0.46174863387978143,23.076923076923077,0.9946871975682369,-6.336276126742469,10.872311567243832,-3.279114759039002,-0.013400991435271245,7,1354,False
50/200,8,8,50,0.002,0.005,2.5,fixed,20,True,all,-0.4526162599606891,995.4738374003931,245,0.6693989071038251,31.83673469387755,0.994499102196548,-14.205897741992162,10.490745894476557,-4.926972109992686,-0.018474133059620892,6,3134,False
50/200,8,8,50,0.002,0.005,2.0,fixed,20,True,14_20,-0.3875845686370667,996.1241543136293,190,0.5191256830601093,36.84210526315789,0.9935035260318573,-9.317850731814296,8.467596366553314,-4.971729927875847,-0.020399187822998724,7,1512,False
50/200,8,8,50,0.002,0.005,2.5,be_1_2,18,False,all,-0.4537805078500128,995.4621949214999,276,0.7540983606557377,23.91304347826087,0.9934952137139815,-8.29284785270377,10.50109646545,-3.3219531990390476,-0.016441322748188044,5,3634,False
50/200,8,8,50,0.002,0.005,2.5,be_1_no_lock,25,False,14_20,-0.3309179202794553,996.6908207972054,191,0.5218579234972678,20.94240837696335,0.9923825367132783,-5.716779272118112,10.777773151308645,-2.8769543394380177,-0.017325545564370874,6,1509,False
50/200,8,8,50,0.002,0.005,2.0,partial_1r,20,False,14_20,-0.4050729527115209,995.9492704728848,345,0.9426229508196722,53.62318840579711,0.9921245033568687,-6.749492452502159,2.7583523539932293,-3.214661968849145,-0.011741245006132522,8,1694,False
50/200,8,8,50,0.002,0.005,1.5,be_1_2,18,False,all,-0.81262473624746,991.8737526375254,326,0.8907103825136612,41.717791411042946,0.9902852628587651,-9.664798491103392,6.090884886304455,-4.4025610099993715,-0.024927139148695793,5,3634,False
50/200,8,8,50,0.002,0.005,1.5,partial_1r,25,False,all,-0.730499323558513,992.6950067644149,457,1.2486338797814207,60.393873085339166,0.9893295119642805,-5.701172856938432,2.4539596490073996,-3.782308598683029,-0.015984667911566577,7,3133,False
50/200,8,8,50,0.002,0.005,2.0,partial_1r,25,False,14_20,-0.5978334928166646,994.0216650718334,316,0.8633879781420765,53.16455696202531,0.9870486050889286,-5.651222339156005,2.7120204095492824,-3.118903809003012,-0.01891878141824798,7,1509,False
50/200,8,8,50,0.002,0.005,1.5,fixed,18,False,all,-1.1851432894296408,988.1485671057036,330,0.9016393442622951,44.84848484848485,0.9870353627401185,-10.40370161012772,6.096512784095532,-5.022721565606788,-0.03591343301302011,5,3634,False
